Drug,Public/Private,Unit/MPR,Country,Year,Month,Price,P25,P75
Paracetamol 120 mg/5ml suspension,Public,MPR,Tajikistan,2013,June,2.56,2.56,3.43
Salbutamol 100 mcg/dose inhaler,Private,MPR,Tajikistan,2013,June,1.99,1.87,2.97
Salbutamol 100 mcg/dose inhaler,Public,MPR,Tajikistan,2013,June,1.94,1.85,3.29
Simvastatin 20 mg cap/tab,Private,MPR,Tajikistan,2013,June,5.05,2.47,8.08
Simvastatin 20 mg cap/tab,Public,MPR,Tajikistan,2013,June,8.45,7.59,9.00
Amitriptyline 25 mg cap/tab,Private,Unit,Tajikistan,2013,June,0.03,0.02,0.04
Amitriptyline 25 mg cap/tab,Public,Unit,Tajikistan,2013,June,0.03,0.02,0.04
Amoxicillin 500 mg cap/tab,Private,Unit,Tajikistan,2013,June,0.08,0.08,0.11
Amoxicillin 500 mg cap/tab,Public,Unit,Tajikistan,2013,June,0.08,0.06,0.11
Atenolol 50 mg cap/tab,Private,Unit,Tajikistan,2013,June,0.01,0.01,0.02
Atenolol 50 mg cap/tab,Public,Unit,Tajikistan,2013,June,0.01,0.01,0.01
Captopril 25 mg cap/tab,Private,Unit,Tajikistan,2013,June,0.02,0.02,0.03
Captopril 25 mg cap/tab,Public,Unit,Tajikistan,2013,June,0.03,0.02,0.03
Ceftriaxone 1 g/vial injection,Private,Unit,Tajikistan,2013,June,0.74,0.63,0.84
Ceftriaxone 1 g/vial injection,Public,Unit,Tajikistan,2013,June,0.74,0.63,0.84
Ciprofloxacin 500 mg cap/tab,Private,Unit,Tajikistan,2013,June,0.10,0.08,0.15
Ciprofloxacin 500 mg cap/tab,Public,Unit,Tajikistan,2013,June,0.11,0.08,0.11
Co-trimoxazole 40+200 mg/5ml suspension,Private,Unit,Tajikistan,2013,June,0.02,0.01,0.04
Co-trimoxazole 40+200 mg/5ml suspension,Public,Unit,Tajikistan,2013,June,0.02,0.01,0.02
Diazepam 5 mg cap/tab,Private,Unit,Tajikistan,2013,June,0.14,0.13,0.15
Diazepam 5 mg cap/tab,Public,Unit,Tajikistan,2013,June,NO DATA,NO DATA,NO DATA
Diclofenac 50 mg cap/tab,Private,Unit,Tajikistan,2013,June,0.03,0.02,0.03
Diclofenac 50 mg cap/tab,Public,Unit,Tajikistan,2013,June,0.02,0.02,0.03
Glibenclamide 5 mg cap/tab,Private,Unit,Tajikistan,2013,June,0.02,0.02,0.02
Glibenclamide 5 mg cap/tab,Public,Unit,Tajikistan,2013,June,0.02,0.02,0.02
Omeprazole 20 mg cap/tab,Private,Unit,Tajikistan,2013,June,0.03,0.02,0.03
Omeprazole 20 mg cap/tab,Public,Unit,Tajikistan,2013,June,0.03,0.02,0.03
Paracetamol 120 mg/5ml suspension,Private,Unit,Tajikistan,2013,June,0.01,0.01,0.02
Paracetamol 120 mg/5ml suspension,Public,Unit,Tajikistan,2013,June,0.01,0.01,0.01
Salbutamol 100 mcg/dose inhaler,Private,Unit,Tajikistan,2013,June,0.02,0.02,0.03
Salbutamol 100 mcg/dose inhaler,Public,Unit,Tajikistan,2013,June,0.02,0.02,0.04
Simvastatin 20 mg cap/tab,Private,Unit,Tajikistan,2013,June,0.30,0.15,0.48
Simvastatin 20 mg cap/tab,Public,Unit,Tajikistan,2013,June,0.50,0.45,0.54
Amitriptyline 25 mg cap/tab,Private,MPR,Tanzania,2012,September,6.44,5.37,10.74
Amitriptyline 25 mg cap/tab,Public,MPR,Tanzania,2012,September,2.15,1.97,5.91
Atenolol 50 mg cap/tab,Private,MPR,Tanzania,2012,September,6.32,3.32,6.32
Atenolol 50 mg cap/tab,Public,MPR,Tanzania,2012,September,4.21,3.16,6.32
Captopril 25 mg cap/tab,Private,MPR,Tanzania,2012,September,5.55,4.44,6.66
Captopril 25 mg cap/tab,Public,MPR,Tanzania,2012,September,4.44,3.70,4.44
Ceftriaxone 1 g/vial injection,Private,MPR,Tanzania,2012,September,0.20,0.20,0.28
Ceftriaxone 1 g/vial injection,Public,MPR,Tanzania,2012,September,0.54,0.34,0.88
Ciprofloxacin 500 mg cap/tab,Private,MPR,Tanzania,2012,September,3.93,1.96,3.93
Ciprofloxacin 500 mg cap/tab,Public,MPR,Tanzania,2012,September,3.93,2.95,3.93
Co-trimoxazole 40+200 mg/5ml suspension,Private,MPR,Tanzania,2012,September,2.08,1.89,2.53
Co-trimoxazole 40+200 mg/5ml suspension,Public,MPR,Tanzania,2012,September,1.58,1.26,1.89
Diazepam 5 mg cap/tab,Private,MPR,Tanzania,2012,September,5.46,3.28,5.46
Diazepam 5 mg cap/tab,Public,MPR,Tanzania,2012,September,2.18,2.18,5.46
Diclofenac 50 mg cap/tab,Private,MPR,Tanzania,2012,September,5.75,3.45,5.75
Diclofenac 50 mg cap/tab,Public,MPR,Tanzania,2012,September,5.75,5.75,5.75
Glibenclamide 5 mg cap/tab,Private,MPR,Tanzania,2012,September,15.34,9.59,15.34
Glibenclamide 5 mg cap/tab,Public,MPR,Tanzania,2012,September,15.34,15.34,15.34
Omeprazole 20 mg cap/tab,Private,MPR,Tanzania,2012,September,2.53,2.53,2.53
Omeprazole 20 mg cap/tab,Public,MPR,Tanzania,2012,September,2.53,2.53,3.28
Salbutamol 100 mcg/dose inhaler,Private,MPR,Tanzania,2012,September,1.49,1.34,1.49
Salbutamol 100 mcg/dose inhaler,Public,MPR,Tanzania,2012,September,1.12,1.01,1.34
Simvastatin 20 mg cap/tab,Private,MPR,Tanzania,2012,September,8.12,6.77,10.29
Simvastatin 20 mg cap/tab,Public,MPR,Tanzania,2012,September,NO DATA,NO DATA,NO DATA
Amitriptyline 25 mg cap/tab,Private,Unit,Tanzania,2012,September,0.04,0.03,0.06
Amitriptyline 25 mg cap/tab,Public,Unit,Tanzania,2012,September,0.01,0.01,0.04
Atenolol 50 mg cap/tab,Private,Unit,Tanzania,2012,September,0.07,0.03,0.06
Atenolol 50 mg cap/tab,Public,Unit,Tanzania,2012,September,0.04,0.03,0.06
Captopril 25 mg cap/tab,Private,Unit,Tanzania,2012,September,0.08,0.06,0.10
Captopril 25 mg cap/tab,Public,Unit,Tanzania,2012,September,0.06,0.05,0.06
Ceftriaxone 1 g/vial injection,Private,Unit,Tanzania,2012,September,0.13,0.13,0.18
Ceftriaxone 1 g/vial injection,Public,Unit,Tanzania,2012,September,0.36,0.22,0.58
Ciprofloxacin 500 mg cap/tab,Private,Unit,Tanzania,2012,September,0.13,0.06,0.13
Ciprofloxacin 500 mg cap/tab,Public,Unit,Tanzania,2012,September,0.13,0.10,0.13
Co-trimoxazole 40+200 mg/5ml suspension,Private,Unit,Tanzania,2012,September,0.01,0.01,0.01
Co-trimoxazole 40+200 mg/5ml suspension,Public,Unit,Tanzania,2012,September,0.01,0.01,<0.01
Diazepam 5 mg cap/tab,Private,Unit,Tanzania,2012,September,0.03,0.02,0.03
Diazepam 5 mg cap/tab,Public,Unit,Tanzania,2012,September,0.01,0.01,0.03
Diclofenac 50 mg cap/tab,Private,Unit,Tanzania,2012,September,0.03,0.02,0.03
Diclofenac 50 mg cap/tab,Public,Unit,Tanzania,2012,September,0.03,0.03,0.03
Glibenclamide 5 mg cap/tab,Private,Unit,Tanzania,2012,September,0.06,0.04,0.06
Glibenclamide 5 mg cap/tab,Public,Unit,Tanzania,2012,September,0.06,0.06,0.06
Omeprazole 20 mg cap/tab,Private,Unit,Tanzania,2012,September,0.07,0.06,0.06
Omeprazole 20 mg cap/tab,Public,Unit,Tanzania,2012,September,0.07,0.06,0.08
Salbutamol 100 mcg/dose inhaler,Private,Unit,Tanzania,2012,September,0.02,0.01,0.02
Salbutamol 100 mcg/dose inhaler,Public,Unit,Tanzania,2012,September,0.01,0.01,0.01
Simvastatin 20 mg cap/tab,Private,Unit,Tanzania,2012,September,0.48,0.40,0.61
Simvastatin 20 mg cap/tab,Public,Unit,Tanzania,2012,September,NO DATA,NO DATA,NO DATA
Amitriptyline 25 mg cap/tab,Private,MPR,Thailand,2006,October,5.40,5.40,10.80
Amitriptyline 25 mg cap/tab,Public,MPR,Thailand,2006,October,4.05,2.70,5.40
Atenolol 50 mg cap/tab,Private,MPR,Thailand,2006,October,6.02,5.34,7.52
Atenolol 50 mg cap/tab,Public,MPR,Thailand,2006,October,3.01,2.25,3.38
Captopril 25 mg cap/tab,Private,MPR,Thailand,2006,October,NO DATA,NO DATA,NO DATA
Captopril 25 mg cap/tab,Public,MPR,Thailand,2006,October,4.36,3.34,4.36
Ceftriaxone 1 g/vial injection,Private,MPR,Thailand,2006,October,1.33,1.33,1.50
Ceftriaxone 1 g/vial injection,Public,MPR,Thailand,2006,October,0.68,0.46,0.85
Ciprofloxacin 500 mg cap/tab,Private,MPR,Thailand,2006,October,5.22,4.98,6.97
Ciprofloxacin 500 mg cap/tab,Public,MPR,Thailand,2006,October,3.48,1.74,3.68
Co-trimoxazole 40+200 mg/5ml suspension,Private,MPR,Thailand,2006,October,2.98,2.36,3.58
Co-trimoxazole 40+200 mg/5ml suspension,Public,MPR,Thailand,2006,October,1.43,1.37,1.52
Diazepam 5 mg cap/tab,Private,MPR,Thailand,2006,October,NO DATA,NO DATA,NO DATA
Diazepam 5 mg cap/tab,Public,MPR,Thailand,2006,October,3.15,3.15,3.15
Glibenclamide 5 mg cap/tab,Private,MPR,Thailand,2006,October,6.79,5.43,6.79
Glibenclamide 5 mg cap/tab,Public,MPR,Thailand,2006,October,6.79,3.39,6.79
Omeprazole 20 mg cap/tab,Private,MPR,Thailand,2006,October,2.23,2.07,2.86
Omeprazole 20 mg cap/tab,Public,MPR,Thailand,2006,October,0.72,0.67,0.97
Salbutamol 100 mcg/dose inhaler,Private,MPR,Thailand,2006,October,NO DATA,NO DATA,NO DATA
Salbutamol 100 mcg/dose inhaler,Public,MPR,Thailand,2006,October,NO DATA,NO DATA,NO DATA
Amitriptyline 25 mg cap/tab,Private,Unit,Thailand,2006,October,0.03,0.03,0.05
Amitriptyline 25 mg cap/tab,Public,Unit,Thailand,2006,October,0.02,0.01,0.03
Atenolol 50 mg cap/tab,Private,Unit,Thailand,2006,October,0.05,0.05,0.07
Atenolol 50 mg cap/tab,Public,Unit,Thailand,2006,October,0.03,0.02,0.03
Captopril 25 mg cap/tab,Private,Unit,Thailand,2006,October,NO DATA,NO DATA,NO DATA
Captopril 25 mg cap/tab,Public,Unit,Thailand,2006,October,0.08,0.06,0.08
Ceftriaxone 1 g/vial injection,Private,Unit,Thailand,2006,October,1.59,1.59,1.79
Ceftriaxone 1 g/vial injection,Public,Unit,Thailand,2006,October,0.81,0.55,1.01
Ciprofloxacin 500 mg cap/tab,Private,Unit,Thailand,2006,October,0.14,0.13,0.19
Ciprofloxacin 500 mg cap/tab,Public,Unit,Thailand,2006,October,0.09,0.05,0.10
Co-trimoxazole 40+200 mg/5ml suspension,Private,Unit,Thailand,2006,October,0.01,0.01,0.01
Co-trimoxazole 40+200 mg/5ml suspension,Public,Unit,Thailand,2006,October,0.01,0.01,<0.01
Diazepam 5 mg cap/tab,Private,Unit,Thailand,2006,October,NO DATA,NO DATA,NO DATA
Diazepam 5 mg cap/tab,Public,Unit,Thailand,2006,October,0.01,0.01,0.01
Glibenclamide 5 mg cap/tab,Private,Unit,Thailand,2006,October,0.03,0.02,0.03
Glibenclamide 5 mg cap/tab,Public,Unit,Thailand,2006,October,0.03,0.01,0.03
Omeprazole 20 mg cap/tab,Private,Unit,Thailand,2006,October,0.13,0.12,0.17
Omeprazole 20 mg cap/tab,Public,Unit,Thailand,2006,October,0.04,0.04,0.06
Salbutamol 100 mcg/dose inhaler,Private,Unit,Thailand,2006,October,NO DATA,NO DATA,NO DATA
Salbutamol 100 mcg/dose inhaler,Public,Unit,Thailand,2006,October,NO DATA,NO DATA,NO DATA
Amitriptyline 25 mg cap/tab,Private,MPR,Tunisia,2004,March,NO DATA,NO DATA,NO DATA
Amitriptyline 25 mg cap/tab,Public,MPR,Tunisia,2004,March,free,free,free
Amoxicillin 500 mg cap/tab,Private,MPR,Tunisia,2004,March,4.61,4.61,4.61
Amoxicillin 500 mg cap/tab,Public,MPR,Tunisia,2004,March,free,free,free
Atenolol 50 mg cap/tab,Private,MPR,Tunisia,2004,March,15.04,15.04,15.04
Atenolol 50 mg cap/tab,Public,MPR,Tunisia,2004,March,free,free,free
Captopril 25 mg cap/tab,Private,MPR,Tunisia,2004,March,6.82,6.82,6.82
Captopril 25 mg cap/tab,Public,MPR,Tunisia,2004,March,free,free,free
Ceftriaxone 1 g/vial injection,Private,MPR,Tunisia,2004,March,1.15,1.15,1.60
Ceftriaxone 1 g/vial injection,Public,MPR,Tunisia,2004,March,free,free,free
Ciprofloxacin 500 mg cap/tab,Private,MPR,Tunisia,2004,March,22.15,22.15,22.15
Ciprofloxacin 500 mg cap/tab,Public,MPR,Tunisia,2004,March,free,free,free
Co-trimoxazole 40+200 mg/5ml suspension,Private,MPR,Tunisia,2004,March,6.42,6.42,6.46
Co-trimoxazole 40+200 mg/5ml suspension,Public,MPR,Tunisia,2004,March,free,free,free
Diazepam 5 mg cap/tab,Private,MPR,Tunisia,2004,March,7.25,7.25,7.55
Diazepam 5 mg cap/tab,Public,MPR,Tunisia,2004,March,free,free,free
Glibenclamide 5 mg cap/tab,Private,MPR,Tunisia,2004,March,6.99,6.99,6.99
Glibenclamide 5 mg cap/tab,Public,MPR,Tunisia,2004,March,free,free,free
Omeprazole 20 mg cap/tab,Private,MPR,Tunisia,2004,March,6.83,6.83,6.83
Omeprazole 20 mg cap/tab,Public,MPR,Tunisia,2004,March,free,free,free
Salbutamol 100 mcg/dose inhaler,Private,MPR,Tunisia,2004,March,NO DATA,NO DATA,NO DATA
Salbutamol 100 mcg/dose inhaler,Public,MPR,Tunisia,2004,March,free,free,free
Simvastatin 20 mg cap/tab,Private,MPR,Tunisia,2004,March,NO DATA,NO DATA,NO DATA
Simvastatin 20 mg cap/tab,Public,MPR,Tunisia,2004,March,NO DATA,NO DATA,NO DATA
Amitriptyline 25 mg cap/tab,Private,Unit,Tunisia,2004,March,NO DATA,NO DATA,NO DATA
Amitriptyline 25 mg cap/tab,Public,Unit,Tunisia,2004,March,free,free,free
Amoxicillin 500 mg cap/tab,Private,Unit,Tunisia,2004,March,0.17,0.17,0.17
Amoxicillin 500 mg cap/tab,Public,Unit,Tunisia,2004,March,free,free,free
Atenolol 50 mg cap/tab,Private,Unit,Tunisia,2004,March,0.14,0.14,0.14
Atenolol 50 mg cap/tab,Public,Unit,Tunisia,2004,March,free,free,free
Captopril 25 mg cap/tab,Private,Unit,Tunisia,2004,March,0.18,0.18,0.18
Captopril 25 mg cap/tab,Public,Unit,Tunisia,2004,March,free,free,free
Ceftriaxone 1 g/vial injection,Private,Unit,Tunisia,2004,March,2.94,2.94,4.09
Ceftriaxone 1 g/vial injection,Public,Unit,Tunisia,2004,March,free,free,free
Ciprofloxacin 500 mg cap/tab,Private,Unit,Tunisia,2004,March,0.70,0.70,0.70
Ciprofloxacin 500 mg cap/tab,Public,Unit,Tunisia,2004,March,free,free,free
Co-trimoxazole 40+200 mg/5ml suspension,Private,Unit,Tunisia,2004,March,0.02,0.02,0.02
Co-trimoxazole 40+200 mg/5ml suspension,Public,Unit,Tunisia,2004,March,free,free,free
Diazepam 5 mg cap/tab,Private,Unit,Tunisia,2004,March,0.03,0.03,0.03
Diazepam 5 mg cap/tab,Public,Unit,Tunisia,2004,March,free,free,free
Glibenclamide 5 mg cap/tab,Private,Unit,Tunisia,2004,March,0.03,0.03,0.03
Glibenclamide 5 mg cap/tab,Public,Unit,Tunisia,2004,March,free,free,free
Omeprazole 20 mg cap/tab,Private,Unit,Tunisia,2004,March,1.34,1.34,1.34
Omeprazole 20 mg cap/tab,Public,Unit,Tunisia,2004,March,free,free,free
Salbutamol 100 mcg/dose inhaler,Private,Unit,Tunisia,2004,March,NO DATA,NO DATA,NO DATA
Salbutamol 100 mcg/dose inhaler,Public,Unit,Tunisia,2004,March,free,free,free
Simvastatin 20 mg cap/tab,Private,Unit,Tunisia,2004,March,NO DATA,NO DATA,NO DATA
Simvastatin 20 mg cap/tab,Public,Unit,Tunisia,2004,March,NO DATA,NO DATA,NO DATA
Amitriptyline 25 mg cap/tab,Private,MPR,Uganda,2013,September,5.58,5.58,5.58
Amitriptyline 25 mg cap/tab,Public,MPR,Uganda,2013,September,free,free,free
Ceftriaxone 1 g/vial injection,Private,MPR,Uganda,2013,September,1.39,1.39,2.22
Ceftriaxone 1 g/vial injection,Public,MPR,Uganda,2013,September,free,free,free
Ciprofloxacin 500 mg cap/tab,Private,MPR,Uganda,2013,September,2.07,2.07,3.10
Ciprofloxacin 500 mg cap/tab,Public,MPR,Uganda,2013,September,free,free,free
Co-trimoxazole 40+200 mg/5ml suspension,Private,MPR,Uganda,2013,September,2.39,1.99,2.66
Co-trimoxazole 40+200 mg/5ml suspension,Public,MPR,Uganda,2013,September,free,free,free
Diazepam 5 mg cap/tab,Private,MPR,Uganda,2013,September,6.20,3.10,6.20
Diazepam 5 mg cap/tab,Public,MPR,Uganda,2013,September,free,free,free
Diclofenac 50 mg cap/tab,Private,MPR,Uganda,2013,September,3.01,3.01,3.01
Diclofenac 50 mg cap/tab,Public,MPR,Uganda,2013,September,free,free,free
Glibenclamide 5 mg cap/tab,Private,MPR,Uganda,2013,September,9.30,5.74,27.91
Glibenclamide 5 mg cap/tab,Public,MPR,Uganda,2013,September,free,free,free
Omeprazole 20 mg cap/tab,Private,MPR,Uganda,2013,September,3.23,3.23,4.84
Omeprazole 20 mg cap/tab,Public,MPR,Uganda,2013,September,free,free,free
Salbutamol 100 mcg/dose inhaler,Private,MPR,Uganda,2013,September,1.29,0.90,1.39
Salbutamol 100 mcg/dose inhaler,Public,MPR,Uganda,2013,September,free,free,free
Amitriptyline 25 mg cap/tab,Private,Unit,Uganda,2013,September,0.04,0.04,0.04
Amitriptyline 25 mg cap/tab,Public,Unit,Uganda,2013,September,free,free,free
Ceftriaxone 1 g/vial injection,Private,Unit,Uganda,2013,September,0.98,0.98,1.56
Ceftriaxone 1 g/vial injection,Public,Unit,Uganda,2013,September,free,free,free
Ciprofloxacin 500 mg cap/tab,Private,Unit,Uganda,2013,September,0.08,0.08,0.12
Ciprofloxacin 500 mg cap/tab,Public,Unit,Uganda,2013,September,free,free,free
Co-trimoxazole 40+200 mg/5ml suspension,Private,Unit,Uganda,2013,September,0.01,0.01,0.01
Co-trimoxazole 40+200 mg/5ml suspension,Public,Unit,Uganda,2013,September,free,free,free
Diazepam 5 mg cap/tab,Private,Unit,Uganda,2013,September,0.04,0.02,0.04
Diazepam 5 mg cap/tab,Public,Unit,Uganda,2013,September,free,free,free
Diclofenac 50 mg cap/tab,Private,Unit,Uganda,2013,September,0.02,0.02,0.02
Diclofenac 50 mg cap/tab,Public,Unit,Uganda,2013,September,free,free,free
Glibenclamide 5 mg cap/tab,Private,Unit,Uganda,2013,September,0.04,0.02,0.12
Glibenclamide 5 mg cap/tab,Public,Unit,Uganda,2013,September,free,free,free
Omeprazole 20 mg cap/tab,Private,Unit,Uganda,2013,September,0.08,0.08,0.12
Omeprazole 20 mg cap/tab,Public,Unit,Uganda,2013,September,free,free,free
Salbutamol 100 mcg/dose inhaler,Private,Unit,Uganda,2013,September,0.02,0.01,0.02
Salbutamol 100 mcg/dose inhaler,Public,Unit,Uganda,2013,September,free,free,free
Amitriptyline 25 mg cap/tab,Private,MPR,Ukraine,2012,March,NO DATA,NO DATA,NO DATA
Amitriptyline 25 mg cap/tab,Public,MPR,Ukraine,2012,March,5.95,5.56,6.70
Amoxicillin 500 mg cap/tab,Private,MPR,Ukraine,2012,March,4.38,4.11,4.71
Amoxicillin 500 mg cap/tab,Public,MPR,Ukraine,2012,March,4.62,4.27,4.75
Atenolol 50 mg cap/tab,Private,MPR,Ukraine,2012,March,2.97,2.04,3.62
Atenolol 50 mg cap/tab,Public,MPR,Ukraine,2012,March,2.57,2.24,3.40
Captopril 25 mg cap/tab,Private,MPR,Ukraine,2012,March,3.85,3.42,4.17
Captopril 25 mg cap/tab,Public,MPR,Ukraine,2012,March,3.65,2.27,4.23
Ceftriaxone 1 g/vial injection,Private,MPR,Ukraine,2012,March,1.14,1.06,1.26
Ceftriaxone 1 g/vial injection,Public,MPR,Ukraine,2012,March,1.18,1.01,1.26
Ciprofloxacin 500 mg cap/tab,Private,MPR,Ukraine,2012,March,2.74,2.67,2.97
Ciprofloxacin 500 mg cap/tab,Public,MPR,Ukraine,2012,March,3.01,2.84,3.16
Co-trimoxazole 40+200 mg/5ml suspension,Private,MPR,Ukraine,2012,March,8.57,8.01,9.26
Co-trimoxazole 40+200 mg/5ml suspension,Public,MPR,Ukraine,2012,March,8.52,8.23,8.82
Diazepam 5 mg cap/tab,Private,MPR,Ukraine,2012,March,NO DATA,NO DATA,NO DATA
Diazepam 5 mg cap/tab,Public,MPR,Ukraine,2012,March,6.31,5.25,7.30
Diclofenac 50 mg cap/tab,Private,MPR,Ukraine,2012,March,4.27,3.89,4.84
Diclofenac 50 mg cap/tab,Public,MPR,Ukraine,2012,March,4.66,4.42,5.02
Glibenclamide 5 mg cap/tab,Private,MPR,Ukraine,2012,March,5.16,3.83,5.60
Glibenclamide 5 mg cap/tab,Public,MPR,Ukraine,2012,March,5.66,4.39,6.38
Omeprazole 20 mg cap/tab,Private,MPR,Ukraine,2012,March,2.00,1.81,2.86
Omeprazole 20 mg cap/tab,Public,MPR,Ukraine,2012,March,2.25,1.94,3.03
Paracetamol 120 mg/5ml suspension,Private,MPR,Ukraine,2012,March,2.99,2.63,3.78
Paracetamol 120 mg/5ml suspension,Public,MPR,Ukraine,2012,March,3.11,2.92,3.48
Salbutamol 100 mcg/dose inhaler,Private,MPR,Ukraine,2012,March,1.55,1.44,1.61
Salbutamol 100 mcg/dose inhaler,Public,MPR,Ukraine,2012,March,1.56,1.51,1.64
Simvastatin 20 mg cap/tab,Private,MPR,Ukraine,2012,March,4.10,3.67,4.35
Simvastatin 20 mg cap/tab,Public,MPR,Ukraine,2012,March,4.27,3.80,4.49
Amitriptyline 25 mg cap/tab,Private,Unit,Ukraine,2012,March,NO DATA,NO DATA,NO DATA
Amitriptyline 25 mg cap/tab,Public,Unit,Ukraine,2012,March,0.05,0.04,0.05
Amoxicillin 500 mg cap/tab,Private,Unit,Ukraine,2012,March,0.13,0.12,0.14
Amoxicillin 500 mg cap/tab,Public,Unit,Ukraine,2012,March,0.13,0.12,0.14
Atenolol 50 mg cap/tab,Private,Unit,Ukraine,2012,March,0.03,0.02,0.03
Atenolol 50 mg cap/tab,Public,Unit,Ukraine,2012,March,0.02,0.02,0.03
Captopril 25 mg cap/tab,Private,Unit,Ukraine,2012,March,0.05,0.04,0.05
Captopril 25 mg cap/tab,Public,Unit,Ukraine,2012,March,0.04,0.03,0.05
Ceftriaxone 1 g/vial injection,Private,Unit,Ukraine,2012,March,0.79,0.73,0.87
Ceftriaxone 1 g/vial injection,Public,Unit,Ukraine,2012,March,0.81,0.70,0.87
Ciprofloxacin 500 mg cap/tab,Private,Unit,Ukraine,2012,March,0.08,0.08,0.09
Ciprofloxacin 500 mg cap/tab,Public,Unit,Ukraine,2012,March,0.09,0.09,0.10
Co-trimoxazole 40+200 mg/5ml suspension,Private,Unit,Ukraine,2012,March,0.04,0.03,0.04
Co-trimoxazole 40+200 mg/5ml suspension,Public,Unit,Ukraine,2012,March,0.04,0.03,0.04
Diazepam 5 mg cap/tab,Private,Unit,Ukraine,2012,March,NO DATA,NO DATA,NO DATA
Diazepam 5 mg cap/tab,Public,Unit,Ukraine,2012,March,0.04,0.03,0.04
Diclofenac 50 mg cap/tab,Private,Unit,Ukraine,2012,March,0.02,0.02,0.02
Diclofenac 50 mg cap/tab,Public,Unit,Ukraine,2012,March,0.02,0.02,0.02
Glibenclamide 5 mg cap/tab,Private,Unit,Ukraine,2012,March,0.02,0.01,0.02
Glibenclamide 5 mg cap/tab,Public,Unit,Ukraine,2012,March,0.02,0.01,0.02
Omeprazole 20 mg cap/tab,Private,Unit,Ukraine,2012,March,0.06,0.05,0.09
Omeprazole 20 mg cap/tab,Public,Unit,Ukraine,2012,March,0.07,0.06,0.09
Paracetamol 120 mg/5ml suspension,Private,Unit,Ukraine,2012,March,0.01,0.01,0.01
Paracetamol 120 mg/5ml suspension,Public,Unit,Ukraine,2012,March,0.01,0.01,0.01
Salbutamol 100 mcg/dose inhaler,Private,Unit,Ukraine,2012,March,0.01,0.01,0.01
Salbutamol 100 mcg/dose inhaler,Public,Unit,Ukraine,2012,March,0.01,0.01,0.01
Simvastatin 20 mg cap/tab,Private,Unit,Ukraine,2012,March,0.24,0.22,0.26
Simvastatin 20 mg cap/tab,Public,Unit,Ukraine,2012,March,0.25,0.22,0.26
Amitriptyline 25 mg cap/tab,Private,MPR,United Arab Emirates,2006,December,NO DATA,NO DATA,NO DATA
Amitriptyline 25 mg cap/tab,Public,MPR,United Arab Emirates,2006,December,free,free,free
Atenolol 50 mg cap/tab,Private,MPR,United Arab Emirates,2006,December,20.13,20.13,20.13
Atenolol 50 mg cap/tab,Public,MPR,United Arab Emirates,2006,December,free,free,free
Captopril 25 mg cap/tab,Private,MPR,United Arab Emirates,2006,December,11.94,11.90,11.98
Captopril 25 mg cap/tab,Public,MPR,United Arab Emirates,2006,December,free,free,free
Ceftriaxone 1 g/vial injection,Private,MPR,United Arab Emirates,2006,December,11.19,11.19,11.19
Ceftriaxone 1 g/vial injection,Public,MPR,United Arab Emirates,2006,December,free,free,free
Ciprofloxacin 500 mg cap/tab,Private,MPR,United Arab Emirates,2006,December,51.73,51.73,65.15
Ciprofloxacin 500 mg cap/tab,Public,MPR,United Arab Emirates,2006,December,free,free,free
Co-trimoxazole 40+200 mg/5ml suspension,Private,MPR,United Arab Emirates,2006,December,5.52,5.52,5.52
Co-trimoxazole 40+200 mg/5ml suspension,Public,MPR,United Arab Emirates,2006,December,free,free,free
Diazepam 5 mg cap/tab,Private,MPR,United Arab Emirates,2006,December,13.75,11.94,13.75
Diazepam 5 mg cap/tab,Public,MPR,United Arab Emirates,2006,December,free,free,free
Glibenclamide 5 mg cap/tab,Private,MPR,United Arab Emirates,2006,December,27.60,22.01,27.60
Glibenclamide 5 mg cap/tab,Public,MPR,United Arab Emirates,2006,December,free,free,free
Omeprazole 20 mg cap/tab,Private,MPR,United Arab Emirates,2006,December,20.80,19.00,20.80
Omeprazole 20 mg cap/tab,Public,MPR,United Arab Emirates,2006,December,free,free,free
Salbutamol 100 mcg/dose inhaler,Private,MPR,United Arab Emirates,2006,December,2.78,2.78,2.78
Salbutamol 100 mcg/dose inhaler,Public,MPR,United Arab Emirates,2006,December,free,free,free
Simvastatin 20 mg cap/tab,Private,MPR,United Arab Emirates,2006,December,1.19,1.19,1.19
Simvastatin 20 mg cap/tab,Public,MPR,United Arab Emirates,2006,December,free,free,free
Amitriptyline 25 mg cap/tab,Private,Unit,United Arab Emirates,2006,December,NO DATA,NO DATA,NO DATA
Amitriptyline 25 mg cap/tab,Public,Unit,United Arab Emirates,2006,December,free,free,free
Atenolol 50 mg cap/tab,Private,Unit,United Arab Emirates,2006,December,0.18,0.18,0.18
